Year,Province name,District number,Election,Registered voters in district,Valid votes in district,Invalid votes in district,Party name,Party number,Party number of votes,"""Province name""",Total Valid votes in district,Invalid votes
2024,Lampung,2,DPR,3366234,2396350,269703,Partai Ummat,24,5306,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,"",,,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Kebangkitan Bangsa,1,53963,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Gerakan Indonesia Raya,2,136989,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Demokrasi Indonesia Perjuangan,3,145777,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Golongan Karya,4,87508,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Nasdem,5,91835,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Buruh,6,8616,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Gelombang Rakyat Indonesia,7,13391,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Keadilan Sejahtera,8,146716,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Kebangkitan Nusantara,9,11111,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Hati Nurani Rakyat,10,14325,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Garda Republik Indonesia,11,4514,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Amanat Nasional,12,178770,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Bulan Bintang,13,6193,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Demokrat,14,70184,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Solidaritas Indonesia,15,20904,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Perindo,16,25690,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Persatuan Pembangunan,17,22322,Province name,,
2024,Maluku,1,DPR,1341012,1040166,52889,Partai Ummat,24,1358,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,"",,,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Kebangkitan Bangsa,1,58175,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Gerakan Indonesia Raya,2,64089,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Demokrasi Indonesia Perjuangan,3,146937,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Golongan Karya,4,128475,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Nasdem,5,56105,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Buruh,6,6574,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Gelombang Rakyat Indonesia,7,8859,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Keadilan Sejahtera,8,70736,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Kebangkitan Nusantara,9,3894,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Hati Nurani Rakyat,10,10914,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Garda Republik Indonesia,11,5594,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Amanat Nasional,12,62457,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Bulan Bintang,13,6777,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Demokrat,14,34575,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Solidaritas Indonesia,15,5929,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Perindo,16,18311,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Persatuan Pembangunan,17,8395,Province name,,
2024,Maluku Utara,1,DPR,953978,699302,53024,Partai Ummat,24,2506,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,"",,,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Kebangkitan Bangsa,1,194944,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Gerakan Indonesia Raya,2,86548,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Demokrasi Indonesia Perjuangan,3,54504,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Golongan Karya,4,79259,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Nasdem,5,100792,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Buruh,6,5383,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Gelombang Rakyat Indonesia,7,71208,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Keadilan Sejahtera,8,97096,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Kebangkitan Nusantara,9,2755,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Hati Nurani Rakyat,10,9002,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Garda Republik Indonesia,11,6826,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Amanat Nasional,12,96648,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Bulan Bintang,13,5948,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Demokrat,14,56453,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Solidaritas Indonesia,15,10871,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Perindo,16,5760,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Persatuan Pembangunan,17,17483,Province name,,
2024,Nusa Tenggara Barat,1,DPR,1143944,903384,75755,Partai Ummat,24,1904,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,"",,,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Kebangkitan Bangsa,1,160823,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Gerakan Indonesia Raya,2,347607,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Demokrasi Indonesia Perjuangan,3,134184,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Golongan Karya,4,206004,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Nasdem,5,147062,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Buruh,6,17517,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Gelombang Rakyat Indonesia,7,45651,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Keadilan Sejahtera,8,222225,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Kebangkitan Nusantara,9,8253,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Hati Nurani Rakyat,10,24989,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Garda Republik Indonesia,11,12463,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Amanat Nasional,12,166161,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Bulan Bintang,13,22247,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Demokrat,14,163985,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Solidaritas Indonesia,15,36023,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Perindo,16,106299,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Persatuan Pembangunan,17,173716,Province name,,
2024,Nusa Tenggara Barat,2,DPR,2774550,2102787,237519,Partai Ummat,24,7578,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,"",,,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Kebangkitan Bangsa,1,153153,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Gerakan Indonesia Raya,2,119355,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Demokrasi Indonesia Perjuangan,3,250622,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Golongan Karya,4,127965,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Nasdem,5,131150,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Buruh,6,10529,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Gelombang Rakyat Indonesia,7,8355,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Keadilan Sejahtera,8,40566,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Kebangkitan Nusantara,9,9676,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Hati Nurani Rakyat,10,37890,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Garda Republik Indonesia,11,7524,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Amanat Nasional,12,159112,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Bulan Bintang,13,3340,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Demokrat,14,141202,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Solidaritas Indonesia,15,51293,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Perindo,16,42075,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Persatuan Pembangunan,17,18497,Province name,,
2024,Nusa Tenggara Timur,1,DPR,1824278,1313978,52647,Partai Ummat,24,1674,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,"",,,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Kebangkitan Bangsa,1,102124,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Gerakan Indonesia Raya,2,205847,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Demokrasi Indonesia Perjuangan,3,196820,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Golongan Karya,4,251031,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Nasdem,5,207732,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Buruh,6,14991,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Gelombang Rakyat Indonesia,7,16517,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Keadilan Sejahtera,8,15416,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Kebangkitan Nusantara,9,7132,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Hati Nurani Rakyat,10,37661,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Garda Republik Indonesia,11,11577,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Amanat Nasional,12,53742,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Bulan Bintang,13,4966,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Demokrat,14,200799,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Solidaritas Indonesia,15,78513,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Perindo,16,10421,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Persatuan Pembangunan,17,36169,Province name,,
2024,Nusa Tenggara Timur,2,DPR,2184197,1487141,94882,Partai Ummat,24,2071,Province name,,
2024,Papua,1,DPR,727835,658922,24727,"",,,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Kebangkitan Bangsa,1,11149,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Gerakan Indonesia Raya,2,110961,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Demokrasi Indonesia Perjuangan,3,154548,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Golongan Karya,4,71845,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Nasdem,5,99418,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Buruh,6,5468,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Gelombang Rakyat Indonesia,7,9292,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Keadilan Sejahtera,8,27887,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Kebangkitan Nusantara,9,5237,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Hati Nurani Rakyat,10,25718,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Garda Republik Indonesia,11,4289,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Amanat Nasional,12,41911,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Bulan Bintang,13,3133,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Demokrat,14,42346,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Solidaritas Indonesia,15,21789,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Perindo,16,12836,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Persatuan Pembangunan,17,8029,Province name,,
2024,Papua,1,DPR,727835,658922,24727,Partai Ummat,24,3066,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,"",,,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Kebangkitan Bangsa,1,32041,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Gerakan Indonesia Raya,2,27411,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Demokrasi Indonesia Perjuangan,3,43951,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Golongan Karya,4,95883,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Nasdem,5,52964,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Buruh,6,2046,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Gelombang Rakyat Indonesia,7,2764,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Keadilan Sejahtera,8,19729,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Kebangkitan Nusantara,9,1545,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Hati Nurani Rakyat,10,3369,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Garda Republik Indonesia,11,1456,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Amanat Nasional,12,8747,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Bulan Bintang,13,885,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Demokrat,14,13212,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Solidaritas Indonesia,15,5192,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Perindo,16,3718,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Persatuan Pembangunan,17,4191,Province name,,
2024,Papua Barat,1,DPR,385465,321066,14214,Partai Ummat,24,1962,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,"",,,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Kebangkitan Bangsa,1,1556,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Gerakan Indonesia Raya,2,34439,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Demokrasi Indonesia Perjuangan,3,28702,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Golongan Karya,4,102786,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Nasdem,5,40959,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Buruh,6,2099,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Gelombang Rakyat Indonesia,7,2141,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Keadilan Sejahtera,8,15650,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Kebangkitan Nusantara,9,946,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Hati Nurani Rakyat,10,12416,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Garda Republik Indonesia,11,1712,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Amanat Nasional,12,24203,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Bulan Bintang,13,1003,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Demokrat,14,44618,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Solidaritas Indonesia,15,9485,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Perindo,16,4601,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Persatuan Pembangunan,17,3373,Province name,,
2024,Papua Barat Daya,1,DPR,440826,340158,23863,Partai Ummat,24,418,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,"",,,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Kebangkitan Bangsa,1,42490,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Gerakan Indonesia Raya,2,27454,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Demokrasi Indonesia Perjuangan,3,54416,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Golongan Karya,4,30449,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Nasdem,5,50241,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Buruh,6,1932,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Gelombang Rakyat Indonesia,7,4830,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Keadilan Sejahtera,8,27285,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Kebangkitan Nusantara,9,1019,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Hati Nurani Rakyat,10,5340,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Garda Republik Indonesia,11,1826,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Amanat Nasional,12,31576,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Bulan Bintang,13,1587,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Demokrat,14,5311,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Solidaritas Indonesia,15,5387,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Perindo,16,4257,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Persatuan Pembangunan,17,7343,Province name,,
2024,Papua Selatan,1,DPR,367269,303385,16993,Partai Ummat,24,642,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,"",,,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Kebangkitan Bangsa,1,24173,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Gerakan Indonesia Raya,2,50644,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Demokrasi Indonesia Perjuangan,3,289738,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Golongan Karya,4,256718,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Nasdem,5,157978,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Buruh,6,11538,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Gelombang Rakyat Indonesia,7,3796,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Keadilan Sejahtera,8,30158,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Kebangkitan Nusantara,9,6465,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Hati Nurani Rakyat,10,5152,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Garda Republik Indonesia,11,2256,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Amanat Nasional,12,119726,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Bulan Bintang,13,16978,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Demokrat,14,7660,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Solidaritas Indonesia,15,90402,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Perindo,16,6918,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Persatuan Pembangunan,17,41570,Province name,,
2024,Papua Tengah,1,DPR,1128844,1126683,6797,Partai Ummat,24,4813,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,"",,,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Kebangkitan Bangsa,1,180347,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Gerakan Indonesia Raya,2,162162,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Demokrasi Indonesia Perjuangan,3,279857,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Golongan Karya,4,462940,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Nasdem,5,119872,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Buruh,6,10171,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Gelombang Rakyat Indonesia,7,13041,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Keadilan Sejahtera,8,241624,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Kebangkitan Nusantara,9,4299,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Hati Nurani Rakyat,10,14330,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Garda Republik Indonesia,11,4534,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Amanat Nasional,12,131136,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Bulan Bintang,13,8469,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Demokrat,14,172844,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Solidaritas Indonesia,15,61116,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Perindo,16,39479,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Persatuan Pembangunan,17,70723,Province name,,
2024,Riau,1,DPR,2763848,1990747,192011,Partai Ummat,24,13803,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,"",,,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Kebangkitan Bangsa,1,171595,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Gerakan Indonesia Raya,2,139045,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Demokrasi Indonesia Perjuangan,3,151320,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Golongan Karya,4,308037,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Nasdem,5,132305,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Buruh,6,8064,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Gelombang Rakyat Indonesia,7,9518,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Keadilan Sejahtera,8,142399,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Kebangkitan Nusantara,9,1677,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Hati Nurani Rakyat,10,6832,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Garda Republik Indonesia,11,4442,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Amanat Nasional,12,134976,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Bulan Bintang,13,5292,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Demokrat,14,113148,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Solidaritas Indonesia,15,16352,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Perindo,16,24214,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Persatuan Pembangunan,17,27956,Province name,,
2024,Riau,2,DPR,1968551,1401512,152793,Partai Ummat,24,4340,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,"",,,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Kebangkitan Bangsa,1,50561,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Gerakan Indonesia Raya,2,76133,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Demokrasi Indonesia Perjuangan,3,132714,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Golongan Karya,4,99793,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Nasdem,5,142496,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Buruh,6,2730,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Gelombang Rakyat Indonesia,7,9260,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Keadilan Sejahtera,8,22460,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Kebangkitan Nusantara,9,1377,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Hati Nurani Rakyat,10,5966,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Garda Republik Indonesia,11,2168,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Amanat Nasional,12,101646,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Bulan Bintang,13,1365,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Demokrat,14,104369,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Solidaritas Indonesia,15,3328,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Perindo,16,15003,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Persatuan Pembangunan,17,13083,Province name,,
2024,Sulawesi Barat,1,DPR,985760,785247,44869,Partai Ummat,24,795,Province name,,
2024,Sulawesi Selatan,1,DPR,2375191,1739373,139521,"",,,Province name,,
2024,Sulawesi Selatan,1,DPR,2375191,1739373,139521,Partai Kebangkitan Bangsa,1,104010,Province name,,
2024,Sulawesi Selatan,1,DPR,2375191,1739373,139521,Partai Gerakan Indonesia Raya,2,196736,Province name,,
2024,Sulawesi Selatan,1,DPR,2375191,1739373,139521,Partai Demokrasi Indonesia Perjuangan,3,141936,Province name,,
