Year,Province name,District number,Election,Registered voters in district,Valid votes in district,Invalid votes in district,Party name,Party number,Party number of votes,"""Province name""",Total Valid votes in district,Invalid votes
2014,Sulawesi Barat,1,DPR,872,660,49,Partai Persatuan Pembangunan,9,35619,Province name,,
2014,Sulawesi Barat,1,DPR,872,660,49,Partai Hati Nurani Rakyat,10,22253,Province name,,
2014,Sulawesi Barat,1,DPR,872,660,49,Partai Bulan Bintang,14,6292,Province name,,
2014,Sulawesi Barat,1,DPR,872,660,49,Partai Keadilan dan Persatuan Indonesia,15,13283,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,"",,,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Nasional Demokrat,1,99135,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Kebangkitan Bangsa,2,46444,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Keadilan Sejahtera,3,147115,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Demokrasi Indonesia Perjuangan,4,103141,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Golongan Karya,5,205288,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Gerakan Indonesia Raya,6,184859,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Demokrat,7,199652,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Amanat Nasional,8,163965,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Persatuan Pembangunan,9,123091,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Hati Nurani Rakyat,10,113526,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Bulan Bintang,14,15364,Province name,,
2014,Sulawesi Selatan,1,DPR,2214175,1454596,150,Partai Keadilan dan Persatuan Indonesia,15,53016,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,"",,,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Nasional Demokrat,1,113286,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Kebangkitan Bangsa,2,70266,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Keadilan Sejahtera,3,107095,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Demokrasi Indonesia Perjuangan,4,112263,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Golongan Karya,5,373964,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Gerakan Indonesia Raya,6,271072,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Demokrat,7,180747,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Amanat Nasional,8,135876,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Persatuan Pembangunan,9,137320,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Hati Nurani Rakyat,10,90172,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Bulan Bintang,14,22683,Province name,,
2014,Sulawesi Selatan,2,DPR,2267677,1623915,102,Partai Keadilan dan Persatuan Indonesia,15,9171,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,"",,,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Nasional Demokrat,1,104000,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Kebangkitan Bangsa,2,52120,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Keadilan Sejahtera,3,84756,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Demokrasi Indonesia Perjuangan,4,98111,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Golongan Karya,5,305589,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Gerakan Indonesia Raya,6,204331,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Demokrat,7,109506,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Amanat Nasional,8,107039,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Persatuan Pembangunan,9,127373,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Hati Nurani Rakyat,10,83026,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Bulan Bintang,14,19613,Province name,,
2014,Sulawesi Selatan,3,DPR,1777189,1325654,62,Partai Keadilan dan Persatuan Indonesia,15,30190,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,"",,,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Nasional Demokrat,1,171289,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Kebangkitan Bangsa,2,71783,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Keadilan Sejahtera,3,83990,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Demokrasi Indonesia Perjuangan,4,143106,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Golongan Karya,5,274610,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Gerakan Indonesia Raya,6,182217,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Demokrat,7,174006,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Amanat Nasional,8,97049,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Persatuan Pembangunan,9,52099,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Hati Nurani Rakyat,10,123646,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Bulan Bintang,14,26087,Province name,,
2014,Sulawesi Tengah,1,DPR,1901790,1901790,73,Partai Keadilan dan Persatuan Indonesia,15,24866,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,"",,,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Nasional Demokrat,1,90363,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Kebangkitan Bangsa,2,58772,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Keadilan Sejahtera,3,60177,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Demokrasi Indonesia Perjuangan,4,97056,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Golongan Karya,5,178294,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Gerakan Indonesia Raya,6,123957,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Demokrat,7,126764,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Amanat Nasional,8,271231,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Persatuan Pembangunan,9,99140,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Hati Nurani Rakyat,10,40315,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Bulan Bintang,14,26699,Province name,,
2014,Sulawesi Tenggara,1,DPR,1767004,1180733,141,Partai Keadilan dan Persatuan Indonesia,15,7965,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,"",,,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Nasional Demokrat,1,69628,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Kebangkitan Bangsa,2,23930,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Keadilan Sejahtera,3,41434,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Demokrasi Indonesia Perjuangan,4,449675,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Golongan Karya,5,217265,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Gerakan Indonesia Raya,6,146007,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Demokrat,7,163775,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Amanat Nasional,8,150989,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Persatuan Pembangunan,9,31601,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Hati Nurani Rakyat,10,91875,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Bulan Bintang,14,8652,Province name,,
2014,Sulawesi Utara,1,DPR,1859315,1409946,92,Partai Keadilan dan Persatuan Indonesia,15,15115,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,"",,,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Nasional Demokrat,1,136060,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Kebangkitan Bangsa,2,40408,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Keadilan Sejahtera,3,111750,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Demokrasi Indonesia Perjuangan,4,103069,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Golongan Karya,5,251511,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Gerakan Indonesia Raya,6,153689,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Demokrat,7,143703,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Amanat Nasional,8,150297,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Persatuan Pembangunan,9,114123,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Hati Nurani Rakyat,10,84626,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Bulan Bintang,14,37304,Province name,,
2014,Sumatera Barat,1,DPR,2052014,1344720,87,Partai Keadilan dan Persatuan Indonesia,15,18180,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,"",,,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Nasional Demokrat,1,78433,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Kebangkitan Bangsa,2,47962,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Keadilan Sejahtera,3,94010,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Demokrasi Indonesia Perjuangan,4,80996,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Golongan Karya,5,151738,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Gerakan Indonesia Raya,6,194591,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Demokrat,7,158528,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Amanat Nasional,8,76351,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Persatuan Pembangunan,9,92173,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Hati Nurani Rakyat,10,51522,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Bulan Bintang,14,28389,Province name,,
2014,Sumatera Barat,2,DPR,1570451,1060619,72,Partai Keadilan dan Persatuan Indonesia,15,5926,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,"",,,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Nasional Demokrat,1,101481,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Kebangkitan Bangsa,2,93615,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Keadilan Sejahtera,3,107319,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Demokrasi Indonesia Perjuangan,4,292999,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Golongan Karya,5,382985,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Gerakan Indonesia Raya,6,229436,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Demokrat,7,160683,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Amanat Nasional,8,163175,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Persatuan Pembangunan,9,82937,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Hati Nurani Rakyat,10,103787,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Bulan Bintang,14,36704,Province name,,
2014,Sumatera Selatan,1,DPR,2717480,1775835,272,Partai Keadilan dan Persatuan Indonesia,15,20714,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,"",,,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Nasional Demokrat,1,175923,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Kebangkitan Bangsa,2,185673,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Keadilan Sejahtera,3,135197,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Demokrasi Indonesia Perjuangan,4,399848,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Golongan Karya,5,277947,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Gerakan Indonesia Raya,6,275950,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Demokrat,7,235682,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Amanat Nasional,8,170275,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Persatuan Pembangunan,9,85825,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Hati Nurani Rakyat,10,112766,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Bulan Bintang,14,87432,Province name,,
2014,Sumatera Selatan,2,DPR,3046766,2167024,308,Partai Keadilan dan Persatuan Indonesia,15,24506,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,"",,,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Nasional Demokrat,1,103289,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Kebangkitan Bangsa,2,73293,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Keadilan Sejahtera,3,206247,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Demokrasi Indonesia Perjuangan,4,363024,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Golongan Karya,5,265125,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Gerakan Indonesia Raya,6,207398,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Demokrat,7,201404,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Amanat Nasional,8,146803,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Persatuan Pembangunan,9,113622,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Hati Nurani Rakyat,10,140224,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Bulan Bintang,14,42961,Province name,,
2014,Sumatera Utara,1,DPR,3626000,1907627,211,Partai Keadilan dan Persatuan Indonesia,15,44237,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,"",,,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Nasional Demokrat,1,193191,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Kebangkitan Bangsa,2,121679,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Keadilan Sejahtera,3,114424,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Demokrasi Indonesia Perjuangan,4,294918,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Golongan Karya,5,271787,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Gerakan Indonesia Raya,6,396545,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Demokrat,7,258731,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Amanat Nasional,8,204956,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Persatuan Pembangunan,9,92088,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Hati Nurani Rakyat,10,194856,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Bulan Bintang,14,47437,Province name,,
2014,Sumatera Utara,2,DPR,54,35,6,Partai Keadilan dan Persatuan Indonesia,15,31205,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,"",,,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Nasional Demokrat,1,115968,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Kebangkitan Bangsa,2,60086,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Keadilan Sejahtera,3,120894,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Demokrasi Indonesia Perjuangan,4,298486,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Golongan Karya,5,467586,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Gerakan Indonesia Raya,6,212699,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Demokrat,7,268564,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Amanat Nasional,8,148913,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Persatuan Pembangunan,9,109234,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Hati Nurani Rakyat,10,130059,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Bulan Bintang,14,39302,Province name,,
2014,Sumatera Utara,3,DPR,284,161,49,Partai Keadilan dan Persatuan Indonesia,15,23124,Province name,,
2019,Aceh,1,DPR,1834465,,,"",,,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Kebangkitan Bangsa,1,12094,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Gerakan Indonesia Raya,2,32000,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Demokrasi Indonesia Perjuangan,3,5523,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Golongan Karya,4,17212,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Nasdem,5,8831,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Gerakan Perubahan Indonesia,6,2845,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Berkarya,7,7098,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Keadilan Sejahtera,8,18385,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Persatuan Indonesia,9,2885,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Persatuan Pembangunan,10,14335,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Solidaritas Indonesia,11,3678,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Amanat Nasional,12,19703,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Hati Nurani Rakyat,13,3336,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Demokrat,14,35474,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Bulan Bintang,19,6701,Province name,1387863,167483
2019,Aceh,1,DPR,1834465,,,Partai Keadilan dan Persatuan Indonesia,20,2054,Province name,1387863,167483
2019,Aceh,2,DPR,1689309,,,"",,,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Kebangkitan Bangsa,1,11467,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Gerakan Indonesia Raya,2,40237,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Demokrasi Indonesia Perjuangan,3,9810,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Golongan Karya,4,16826,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Nasdem,5,11259,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Gerakan Perubahan Indonesia,6,4445,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Berkarya,7,7753,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Keadilan Sejahtera,8,19531,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Persatuan Indonesia,9,3581,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Persatuan Pembangunan,10,20916,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Solidaritas Indonesia,11,4110,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Amanat Nasional,12,14385,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Hati Nurani Rakyat,13,2940,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Demokrat,14,33641,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Bulan Bintang,19,8286,Province name,1174616,154114
2019,Aceh,2,DPR,1689309,,,Partai Keadilan dan Persatuan Indonesia,20,1177,Province name,1174616,154114
2019,Bali,1,DPR,3130288,,,"",,,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Kebangkitan Bangsa,1,20844,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Gerakan Indonesia Raya,2,29121,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Demokrasi Indonesia Perjuangan,3,253799,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Golongan Karya,4,46264,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Nasdem,5,17696,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Gerakan Perubahan Indonesia,6,3833,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Berkarya,7,14551,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Keadilan Sejahtera,8,7922,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Persatuan Indonesia,9,9926,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Persatuan Pembangunan,10,4731,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Solidaritas Indonesia,11,20761,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Amanat Nasional,12,3219,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Hati Nurani Rakyat,13,7487,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Demokrat,14,18047,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Bulan Bintang,19,1068,Province name,2313366,292835
2019,Bali,1,DPR,3130288,,,Partai Keadilan dan Persaatuan Indonesia,20,1708,Province name,2313366,292835
2019,Banten,1,DPR,1918272,,,"",,,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Kebangkitan Bangsa,1,42514,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Gerakan Indonesia Raya,2,80862,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Demokrasi Indonesia Perjuangan,3,50232,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Golongan Karya,4,42286,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Nasdem,5,21433,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Gerakan Perubahan Indonesia,6,6878,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Berkarya,7,14844,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Keadilan Sejahtera,8,35728,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Persatuan Indonesia,9,15261,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Persatuan Pembangunan,10,27494,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Solidaritas Indonesia,11,3193,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Amanat Nasional,12,13341,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Hati Nurani Rakyat,13,4492,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Demokrat,14,39096,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Bulan Bintang,19,5252,Province name,1327906,173492
2019,Banten,1,DPR,1918272,,,Partai Keadilan dan Persaatuan Indonesia,20,1711,Province name,1327906,173492
2019,Banten,2,DPR,1932700,,,"",,,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Kebangkitan Bangsa,1,29041,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Gerakan Indonesia Raya,2,83420,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Demokrasi Indonesia Perjuangan,3,38212,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Golongan Karya,4,42639,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Nasdem,5,15489,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Gerakan Perubahan Indonesia,6,4660,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Berkarya,7,22634,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Keadilan Sejahtera,8,37534,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Persatuan Indonesia,9,8086,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Persatuan Pembangunan,10,18261,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Solidaritas Indonesia,11,6262,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Amanat Nasional,12,24335,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Hati Nurani Rakyat,13,5456,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Demokrat,14,27433,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Bulan Bintang,19,5700,Province name,1344336,1626656
2019,Banten,2,DPR,1932700,,,Partai Keadilan dan Persaatuan Indonesia,20,1193,Province name,1344336,1626656
2019,Banten,3,DPR,4261505,,,"",,,Province name,3161522,462320
2019,Banten,3,DPR,4261505,,,Partai Kebangkitan Bangsa,1,71487,Province name,3161522,462320
2019,Banten,3,DPR,4261505,,,Partai Gerakan Indonesia Raya,2,209098,Province name,3161522,462320
2019,Banten,3,DPR,4261505,,,Partai Demokrasi Indonesia Perjuangan,3,195074,Province name,3161522,462320
2019,Banten,3,DPR,4261505,,,Partai Golongan Karya,4,96762,Province name,3161522,462320
2019,Banten,3,DPR,4261505,,,Partai Nasdem,5,38430,Province name,3161522,462320
2019,Banten,3,DPR,4261505,,,Partai Gerakan Perubahan Indonesia,6,7185,Province name,3161522,462320
2019,Banten,3,DPR,4261505,,,Partai Berkarya,7,33966,Province name,3161522,462320
2019,Banten,3,DPR,4261505,,,Partai Keadilan Sejahtera,8,125409,Province name,3161522,462320
2019,Banten,3,DPR,4261505,,,Partai Persatuan Indonesia,9,32583,Province name,3161522,462320
2019,Banten,3,DPR,4261505,,,Partai Persatuan Pembangunan,10,41398,Province name,3161522,462320
